subgroup,modeldate,startdate,enddate,pollster,grade,samplesize,population,weight,influence,dem,rep,adjusted_dem,adjusted_rep,multiversions,tracking,url,poll_id,question_id,createddate,timestamp
All polls,9/23/2018,7/2/2017,7/6/2017,Ipsos,B+,443,lv,.0105346,0,43,32.8,47.42534,36.60813,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,49945,87370,9/18/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,7/3/2017,7/7/2017,Ipsos,B+,466,lv,.0109915,0,40.4,31.2,44.82534,35.00813,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,49956,87369,9/18/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,7/4/2017,7/8/2017,Ipsos,B+,526,lv,.012307,0,41.5,33.1,45.92534,36.90813,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,49955,87368,9/18/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,7/5/2017,7/9/2017,Ipsos,B+,491,lv,.0113973,0,41.9,31.9,46.32534,35.70813,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,49954,87367,9/18/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,7/6/2017,7/10/2017,Ipsos,B+,482,lv,.0111014,0,40.5,33.6,44.92534,37.40813,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,49953,87366,9/18/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,7/7/2017,7/9/2017,Morning Consult,B-,1983,rv,.0918754,0,43,40,47.49991,42.0313,"","",https://morningconsult.com/wp-content/uploads/2017/07/170701_crosstabs_Politico_v1_AP-1-1.pdf,49960,78517,7/10/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,7/7/2017,7/11/2017,Ipsos,B+,464,lv,.0106046,0,40.9,34.7,45.32534,38.50813,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,49967,87365,9/18/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,7/9/2017,7/11/2017,YouGov,B,1274,rv,.135575,0,39,32,43.79832,34.67322,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/38eszqtohw/econTabReport.pdf,49958,78515,7/12/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,7/8/2017,7/12/2017,Ipsos,B+,455,lv,.0103201,0,38.6,36,43.02534,39.80813,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,49966,87364,9/18/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,7/9/2017,7/13/2017,Ipsos,B+,427,lv,.0096127,0,34.9,35.2,39.32534,39.00813,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,49965,87363,9/18/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,7/10/2017,7/13/2017,ABC News/Washington Post,A+,859,rv,1.704659,0,52,38,50.73676,37.93568,"","",https://www.washingtonpost.com/politics/ahead-of-midterms-voters-prefer-democrats-even-as-republicans-appear-more-motivated-to-vote/2017/07/19/470441d6-6c01-11e7-96ab-5f38140b38cc_story.html?utm_term=.a531d42d6cc5,49973,78559,7/14/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,7/10/2017,7/14/2017,Ipsos,B+,397,lv,.0088712,0,32.4,36,36.82534,39.80813,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,49984,87362,9/18/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,7/11/2017,7/15/2017,Ipsos,B+,402,lv,.0089175,0,31.5,35.5,35.92534,39.30813,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,49983,87361,9/18/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,7/12/2017,7/16/2017,Ipsos,B+,383,lv,.0084347,0,29.6,37,34.02534,40.80813,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,49982,87360,9/18/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,7/13/2017,7/15/2017,Morning Consult,B-,1994,rv,.0916684,0,42,40,46.49991,42.0313,"","",https://morningconsult.com/wp-content/uploads/2017/07/170705_topline_Politico_v1_TB-2.pdf,49989,78566,7/16/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,7/13/2017,7/17/2017,Ipsos,B+,366,lv,.0080027,0,34,36,38.42534,39.80813,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,49981,87359,9/18/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,7/14/2017,7/18/2017,Ipsos,B+,401,lv,.0087061,0,37,34.1,41.42534,37.90813,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,49997,87358,9/18/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,7/14/2017,7/17/2017,Public Policy Polling,B,836,rv,.4422972,0,50,40,48.9636,39.83066,"","",http://www.publicpolicypolling.com/pdf/2017/PPP_Release_National_71817.pdf,49979,78545,7/18/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,7/15/2017,7/18/2017,YouGov,B,1264,rv,.1330059,0,40,34,44.79832,36.67322,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/tkeqcl9vz3/econTabReport.pdf,49987,78563,7/19/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,7/15/2017,7/19/2017,Ipsos,B+,444,lv,.0095723,0,37.6,34.6,42.02534,38.40813,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,49996,87357,9/18/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,7/16/2017,7/20/2017,Ipsos,B+,470,lv,.0100629,0,38.1,36.4,42.52534,40.20813,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,49995,87356,9/18/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,7/17/2017,7/21/2017,Ipsos,B+,416,lv,.0088461,0,38.8,35.3,43.22534,39.10813,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,50013,87355,9/18/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,7/18/2017,7/22/2017,Ipsos,B+,1349,rv,.0284922,0,37.8,33.5,42.22534,37.30813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50012,79263,7/23/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,7/19/2017,7/23/2017,Ipsos,B+,1296,rv,.0271919,0,37.7,34.9,42.12534,38.70813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50011,79262,7/24/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,7/20/2017,7/24/2017,Ipsos,B+,1276,rv,.0265997,0,40.7,34,45.12534,37.80813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50010,79261,7/25/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,7/20/2017,7/24/2017,Morning Consult,B-,3981,rv,.1816922,0,40,40,44.49991,42.0313,"","",https://morningconsult.com/wp-content/uploads/2017/07/170708_crosstabs_Politico_v1_TB.pdf,50008,78609,7/25/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,7/21/2017,7/25/2017,Ipsos,B+,1265,rv,.0262029,0,40.7,33.9,45.12534,37.70813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50024,79260,7/26/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,7/22/2017,7/26/2017,Ipsos,B+,1241,rv,.0255464,0,43.1,33.1,47.52534,36.90813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50023,79259,7/27/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,7/23/2017,7/25/2017,YouGov,B,1270,rv,.1326612,0,40,34,44.79832,36.67322,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/u4wgpax6ng/econTabReport.pdf,50014,78608,7/26/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,7/23/2017,7/27/2017,Ipsos,B+,1804,rv,.0369092,0,42.5,34,46.92534,37.80813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50022,79258,7/28/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,7/21/2017,7/31/2017,Gravis Marketing,C+,1917,a,1.061449,0,46,40,46.21896,39.24149,"","",http://orlando-politics.com/2017/08/11/new-poll-donald-trump-twice-as-popular-as-mitch-mcconnell/amp/,50080,78710,8/1/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,7/24/2017,7/28/2017,Ipsos,B+,2835,rv,.057659,0,43.9,32.4,48.32534,36.20813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50038,79257,7/29/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,7/25/2017,7/29/2017,Ipsos,B+,3119,rv,.0630753,0,42.9,32.6,47.32534,36.40813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50037,79256,7/30/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,7/26/2017,7/30/2017,Ipsos,B+,3128,rv,.0629129,0,42.8,32.4,47.22534,36.20813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50036,79255,7/31/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,7/27/2017,7/29/2017,Morning Consult,B-,1972,rv,.0901204,0,44,37,48.49991,39.0313,"","",http://www.politico.com/f/?id=0000015d-9a1e-da7a-a5df-dbbe5f4a0001,50032,78647,7/30/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,7/27/2017,7/31/2017,Ipsos,B+,3178,rv,.0635872,0,42.3,33.3,46.72534,37.10813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50035,79254,8/1/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,7/28/2017,8/1/2017,Ipsos,B+,2614,rv,.0520435,0,42.5,33.4,46.92534,37.20813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50052,79253,8/2/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,7/27/2017,8/1/2017,Quinnipiac University,A-,1125,rv,.4985658,0,52,38,49.8154,37.99812,"","",https://poll.qu.edu/national/release-detail?ReleaseID=2477,50042,78651,8/2/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,7/29/2017,8/2/2017,Ipsos,B+,1685,rv,.0333885,0,40.8,34,45.22534,37.80813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50051,79252,8/3/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,7/31/2017,8/1/2017,YouGov,B,1329,rv,.1380406,0,39,34,43.79832,36.67322,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/tn9k94h20u/econTabReport.pdf,50040,78646,8/2/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,7/30/2017,8/3/2017,Ipsos,B+,1372,rv,.0270612,0,39.6,34.4,44.02534,38.20813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50050,79251,8/4/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,7/31/2017,8/4/2017,Ipsos,B+,1372,rv,.0269392,0,40.2,35.4,44.62534,39.20813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50063,79250,8/5/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,8/1/2017,8/5/2017,Ipsos,B+,1340,rv,.026195,0,42,34.1,46.42534,37.90813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50062,79249,8/6/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,8/2/2017,8/6/2017,Ipsos,B+,1343,rv,.026141,0,42.4,32.4,46.82534,36.20813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50061,79248,8/7/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,8/3/2017,8/6/2017,Morning Consult,B-,1992,rv,.0915549,0,43,36,47.49991,38.0313,"","",http://www.politico.com/f/?id=0000015d-c4ae-d494-a77f-e6be72bd0000,50065,78683,8/7/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,8/3/2017,8/7/2017,Ipsos,B+,1354,rv,.0262442,0,42.4,33,46.82534,36.80813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50060,79247,8/8/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,8/3/2017,8/6/2017,CNN/SSRS,A-,921,rv,.9288175,0,51,42,48.51153,40.62517,"","",http://i2.cdn.turner.com/cnn/2017/images/08/10/poll.toplines.pdf,50056,78692,8/7/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,8/4/2017,8/8/2017,Ipsos,B+,1431,rv,.0276228,0,45,33.3,49.42534,37.10813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50076,79246,8/9/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,8/5/2017,8/9/2017,Ipsos,B+,1447,rv,.0278194,0,44.2,33.2,48.62534,37.00813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50075,79245,8/10/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,8/6/2017,8/8/2017,YouGov,B,1303,rv,.1352471,0,39,34,43.79832,36.67322,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/7421rdkvgi/econToplines.pdf,50066,78688,8/9/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,8/6/2017,8/10/2017,Ipsos,B+,1473,rv,.0282085,0,42.6,33.4,47.02534,37.20813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50074,79244,8/11/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,8/7/2017,8/11/2017,Ipsos,B+,1515,rv,.0289017,0,42.4,34.2,46.82534,38.00813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50089,79243,8/12/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,8/8/2017,8/12/2017,Marist College,A,883,rv,1.157372,0,47,40,47.1308,40.53578,"","",http://maristpoll.marist.edu/wp-content/misc/usapolls/us170809/Marist%20Poll_Nature%20of%20the%20Sample%20and%20Tables_August%202017.pdf,50091,78726,8/13/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,8/8/2017,8/12/2017,Ipsos,B+,1455,rv,.0276541,0,42.2,33.5,46.62534,37.30813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50088,79242,8/13/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,8/9/2017,8/13/2017,Ipsos,B+,1394,rv,.026399,0,42,32.9,46.42534,36.70813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50087,79241,8/14/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,8/9/2017,8/15/2017,Quinnipiac University,A-,1361,rv,.5858632,0,50,40,47.8154,39.99812,"","",https://poll.qu.edu/images/polling/us/us08172017_Ucva52n.pdf/,50099,78739,8/16/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,8/10/2017,8/14/2017,Morning Consult,B-,1997,rv,.0923638,0,40,38,44.49991,40.0313,"","",https://morningconsult.com/wp-content/uploads/2017/08/170806_crosstabs_Politico_v2_TB.pdf,50098,78737,8/15/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,8/10/2017,8/14/2017,Ipsos,B+,1372,rv,.0258905,0,43.3,32,47.72534,35.80813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50086,79240,8/15/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,8/11/2017,8/15/2017,Ipsos,B+,1362,rv,.0256136,0,43.2,31.7,47.62534,35.50813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50105,79239,8/16/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,8/13/2017,8/15/2017,YouGov,B,1282,rv,.1333727,0,41,33,45.79832,35.67322,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/9h2c1c3new/econTabReport.pdf,50095,78732,8/16/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,8/12/2017,8/16/2017,Ipsos,B+,1685,rv,.031581,0,43.8,30.6,48.22534,34.40813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50104,79238,8/17/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,8/13/2017,8/17/2017,Ipsos,B+,1945,rv,.0363353,0,43.6,31.7,48.02534,35.50813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50103,79237,8/18/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,8/13/2017,8/17/2017,Lake Research Partners/The Tarrance Group,"",1000,rv,1.244805,0,46,40,45.74599,39.55881,"","",https://mediarelations.gwu.edu/sites/mediarelations.gwu.edu/files/GWBattlegroundPoll62-questionnaire.pdf,50128,80145,8/18/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,8/14/2017,8/18/2017,Ipsos,B+,2276,rv,.042386,0,41.8,32.2,46.22534,36.00813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50120,79236,8/19/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,8/15/2017,8/19/2017,Ipsos,B+,2595,rv,.0481814,0,41.4,33.1,45.82534,36.90813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50119,79235,8/20/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,8/17/2017,8/19/2017,Morning Consult,B-,1987,rv,.0925754,0,41,36,45.49991,38.0313,"","",http://www.politico.com/f/?id=0000015e-0bfc-d354-abfe-abfe66d70000,50122,78774,8/20/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,8/16/2017,8/20/2017,Ipsos,B+,2829,rv,.0523773,0,41.8,33,46.22534,36.80813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50118,79234,8/21/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,8/17/2017,8/21/2017,Ipsos,B+,2491,rv,.0459955,0,40.7,33.8,45.12534,37.60813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50117,79233,8/22/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,8/18/2017,8/21/2017,Public Policy Polling,B,887,rv,.5031149,0,49,35,47.9636,34.83066,"","",http://www.publicpolicypolling.com/pdf/2017/PPP_Release_National_82317.pdf,50124,78776,8/22/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,8/18/2017,8/22/2017,Ipsos,B+,2264,rv,.0416982,0,40.3,33.9,44.72534,37.70813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50136,79232,8/23/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,8/17/2017,8/22/2017,Quinnipiac University,A-,1514,rv,.645552,0,50,38,47.8154,37.99812,"","",https://poll.qu.edu/images/polling/us/us08242017_Ua27nbp.pdf/,50126,78782,8/23/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,8/20/2017,8/22/2017,YouGov,B,1316,rv,.1373503,0,39,33,43.79832,35.67322,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/6q36eat3uv/econTabReport.pdf,50123,78773,8/23/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,8/19/2017,8/23/2017,Ipsos,B+,2005,rv,.0368391,0,41,33.9,45.42534,37.70813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50135,79231,8/24/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,8/20/2017,8/24/2017,Ipsos,B+,1732,rv,.0317501,0,40.9,33.8,45.32534,37.60813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50134,79230,8/25/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,8/21/2017,8/25/2017,Ipsos,B+,1612,rv,.0294857,0,42.4,33.7,46.82534,37.50813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50148,79229,8/26/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,8/22/2017,8/26/2017,Ipsos,B+,1352,rv,.0246777,0,42.6,33.9,47.02534,37.70813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50147,79228,8/27/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,8/23/2017,8/27/2017,Ipsos,B+,1065,rv,.0193996,0,43.5,32.5,47.92534,36.30813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50146,79227,8/28/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,8/24/2017,8/28/2017,Morning Consult,B-,1999,rv,.094303,0,40,36,44.49991,38.0313,"","",https://morningconsult.com/wp-content/uploads/2017/08/170814_crosstabs_Politico_v1_TB-1.pdf,50150,78816,8/29/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,8/24/2017,8/28/2017,Ipsos,B+,1513,rv,.0275051,0,41.3,35,45.72534,38.80813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50145,79226,8/29/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,8/24/2017,8/28/2017,McLaughlin & Associates,C-,1000,lv,.2933969,0,44.2,44.2,46.47081,41.59692,"","",http://mclaughlinonline.com/2017/11/16/ma-national-survey-results-11-14-17/,50463,79638,8/29/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,8/25/2017,8/29/2017,Ipsos,B+,1480,rv,.0268538,0,40.5,33.8,44.92534,37.60813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50162,79225,8/30/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,8/27/2017,8/29/2017,YouGov,B,1278,rv,.1341265,0,40,32,44.79832,34.67322,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/3cpxyte95h/econToplines.pdf,50151,78818,8/30/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,8/26/2017,8/30/2017,Ipsos,B+,1397,rv,.0253006,0,38.4,35.4,42.82534,39.20813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50161,79224,8/31/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,8/27/2017,8/31/2017,Ipsos,B+,1717,rv,.0310407,0,38.7,36,43.12534,39.80813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50160,79223,9/1/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,8/28/2017,9/1/2017,Ipsos,B+,1999,rv,.0360778,0,39.8,35.7,44.22534,39.50813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50174,79222,9/2/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,8/29/2017,9/2/2017,Ipsos,B+,1530,rv,.0275686,0,40.9,36,45.32534,39.80813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50173,79221,9/3/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,8/30/2017,9/3/2017,Ipsos,B+,1468,rv,.0264108,0,41,37.1,45.42534,40.90813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50172,79220,9/4/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,8/31/2017,9/3/2017,Morning Consult,B-,1993,rv,.095088,0,43,38,47.49991,40.0313,"","",https://morningconsult.com/wp-content/uploads/2017/09/170817_crosstabs_Politico_v1_TB-1.pdf,50170,78854,9/4/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,8/31/2017,9/4/2017,Ipsos,B+,1461,rv,.026245,0,41.2,36.5,45.62534,40.30813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50171,79219,9/5/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,9/1/2017,9/5/2017,Ipsos,B+,1399,rv,.0250948,0,41.3,35.6,45.72534,39.40813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50185,79218,9/6/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,9/3/2017,9/5/2017,YouGov,B,1303,rv,.1375522,0,39,33,43.79832,35.67322,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/yxup54e0o1/econTabReport.pdf,50176,78852,9/6/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,9/2/2017,9/6/2017,Ipsos,B+,1401,rv,.0250947,0,39.5,37.5,43.92534,41.30813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50184,79217,9/7/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,9/3/2017,9/7/2017,Ipsos,B+,1378,rv,.0246487,0,40.1,37,44.52534,40.80813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50183,79216,9/8/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,9/4/2017,9/8/2017,Ipsos,B+,1436,rv,.0256507,0,39.9,36.7,44.32534,40.50813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50197,79215,9/9/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,9/5/2017,9/9/2017,Ipsos,B+,1419,rv,.0253139,0,39.7,36.6,44.12534,40.40813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50196,79214,9/10/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,9/6/2017,9/10/2017,Ipsos,B+,1407,rv,.0250671,0,40.7,35,45.12534,38.80813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50195,79213,9/11/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,9/7/2017,9/11/2017,Morning Consult,B-,1976,rv,.0953666,0,40,37,44.49991,39.0313,"","",http://www.politico.com/f/?id=0000015e-784f-dad5-a77f-7cef00960000,50198,78884,9/12/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,9/7/2017,9/11/2017,Ipsos,B+,1416,rv,.0251958,0,42.3,33.4,46.72534,37.20813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50194,79212,9/12/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,9/8/2017,9/12/2017,Ipsos,B+,1417,rv,.025184,0,43,32.6,47.42534,36.40813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50210,79211,9/13/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,9/9/2017,9/13/2017,Ipsos,B+,1416,rv,.0251372,0,43.9,32.5,48.32534,36.30813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50209,79210,9/14/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,9/10/2017,9/12/2017,YouGov,B,1309,rv,.1392407,0,40,31,44.79832,33.67322,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/iaun8oq0e2/econTabReport.pdf,50200,78889,9/13/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,9/10/2017,9/14/2017,Ipsos,B+,1401,rv,.0248439,0,44.3,32.1,48.72534,35.90813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50208,79209,9/15/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,9/11/2017,9/15/2017,Ipsos,B+,1329,rv,.0235421,0,44.8,32.7,49.22534,36.50813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50224,79208,9/16/2017,13:20:19 23 Sep 2018
